,0
348,Enhancing adhesion performance of sputtering Ti/Cu film on pretreated composite prepreg for stacking structure of IC substrates
349,Resistance to mold development assessment of bio-based building materials
350,Sonochemical synthesis of graphene oxide sheets supported Cu2S nanodots for high sensitive electrochemical determination of caffeic acid in red wine and soft drinks
351,3D printing of bone scaffolds with hybrid biomaterials
352,Experimental and analytical study on CFRP strips-to-concrete bonded joints using EBROG method
353,Tensile loading rate effect on mechanical properties and failure mechanisms in open-hole carbon fiber reinforced polymer composites by acoustic emission approach
354,Effect of aggregate size on bond behaviour between basalt fibre reinforced polymer sheets and concrete
355,Durability of adhesively bonded joints between pultruded GFRP adherends under hygrothermal and natural ageing
356,Editorial Board
357,Quantitative evaluation of fiber structure by using coherent terahertz wave
358,Hydrothermal-assisted synthesis of a porous polyaniline/reduced graphene oxide composite as a high-performance electrode material for supercapacitors
359,Magnetic flux density effect on electrical properties and visco-elastic state of magnetoactive tissues
360,"Dynamics analysis of functionally graded porous (FGP) circular, annular and sector plates with general elastic restraints"
361,Effects of carbon nanotube inclusion into the carbon fiber reinforced laminated composites on flexural stiffness: A numerical and theoretical study
362,"Integrated design framework of next-generation 85-m wind turbine blade: Modelling, aeroelasticity and optimization"
363,On the influence of moisture content on the fracture behaviour of notched short glass fibre reinforced polyamide 6
364,Free vibration study of multilayer sandwich spherical shell panels with viscoelastic core and isotropic/laminated face layers
365,Contribution rates of normal and shear strain energies to the natural frequencies of functionally graded shear deformation beams
366,Two-dimensional analysis of interlaminar stresses in thin anisotropic composites subjected to inertial loads by regularized boundary integral equation
367,Multiscale modeling of the elastic moduli of CNT-reinforced polymers and fitting of efficiency parameters for the use of the extended rule-of-mixtures
368,Robust free vibration analysis of functionally graded structures with interval uncertainties
369,"Adsorption of metronidazole antibiotic using a new magnetic nanocomposite from simulated wastewater (isotherm, kinetic and thermodynamic studies)"
370,Impact of hybrid composites based on rubber tyres particles and sugarcane bagasse fibres
371,Development of fire retardancy of natural fiber composite encouraged by a synergy between zinc borate and ammonium polyphosphate
372,Quasi-static three-point bending and fatigue behavior of 3-D orthogonal woven composites
373,Analytical and experimental investigation of transverse loading on grid stiffened composite panels
374,Seismic performance of steel plate reinforced high toughness concrete coupling beams with different steel plate ratios
375,Modified plastic-damage model for passively confined concrete based on triaxial tests
376,Application of 3D printed ABS based conductive carbon black composite sensor in void fraction measurement
377,New 2D and quasi-3D shear deformation theories for free vibration of functionally graded plates on elastic foundations
378,Nano-cement composite with graphene oxide produced from epigenetic graphite deposit
379,"Realization of self-poled, high performance, flexible piezoelectric energy harvester by employing PDMS-rGO as sandwich layer between P(VDF-TrFE)-PMN-PT composite sheets"
380,"On the properties of magnetorheological elastomers in shear mode: Design, fabrication and characterization"
381,Structural deformation performance of glass fiber reinforced polymer composite beam actuated by embedded indented SMA wires
382,Influence of processing parameters on the impact behaviour of glass/polyamide-6 composite
383,Material optimization of functionally graded plates using deep neural network and modified symbiotic organisms search for eigenvalue problems
384,Performance study of ultrasonic assisted processing of CNT nanopaper/solventless epoxy composite
385,Effect of temperature on the mechanical behaviours of a single-ply weave-reinforced shape memory polymer composite
386,Extracting elastic modulus at different strain rates and temperatures from dynamic mechanical analysis data: A study on nanocomposites
387,High temperature resistant polyimide/boron carbide composites for neutron radiation shielding
388,Preparation and characterization of carbon black/pitch-based carbon fiber paper composites for gas diffusion layers
389,Sisal fiber reinforced high density polyethylene pre-preg for potential application in filament winding
390,"Synergistic effect of graphene/multiwalled carbon nanotube hybrid fillers on mechanical, electrical and EMI shielding properties of polycarbonate/ethylene methyl acrylate nanocomposites"
391,"Impact-induced nonlinear damped vibration of fabric membrane structure: Theory, analysis, experiment and parametric study"
392,An enhanced method to control the residual vibrations of a single-link flexible glass fabric reinforced epoxy-glass composite manipulator
